No Testing,Testing
2.0000000000000002e-07,2.0000000000000002e-07
1.0000000000000002e-06,1.0000000000000002e-06
2.5999999999999992e-06,2.5999999999999992e-06
5.000000000000001e-06,5.000000000000001e-06
8.200000000000001e-06,8.200000000000001e-06
1.2199999999999993e-05,1.2199999999999993e-05
1.7000000000000017e-05,1.7000000000000017e-05
2.259999999999999e-05,2.259999999999999e-05
2.8999999999999983e-05,2.8999999999999983e-05
3.620000000000003e-05,3.620000000000003e-05
4.4199999999999983e-05,4.4199999999999983e-05
5.2999999999999974e-05,5.2999999999999974e-05
6.260000000000006e-05,6.260000000000006e-05
7.300000000000008e-05,7.300000000000008e-05
8.419999999999985e-05,8.419999999999985e-05
9.620000000000009e-05,9.620000000000009e-05
0.0001090000000000001,0.0001090000000000001
0.00012259999999999978,0.00012259999999999978
0.00013700000000000013,0.00013700000000000013
0.00015220000000000015,0.00015220000000000015
0.0001681999999999997,0.0001681999999999997
0.0001850000000000002,0.0001850000000000002
0.0002026000000000002,0.0002026000000000002
0.0002209999999999996,0.0002209999999999996
0.0002402000000000002,0.0002402000000000002
0.00026020000000000025,0.00026020000000000025
0.0002810000000000003,0.0002810000000000003
0.0003026000000000003,0.0003026000000000003
0.0003249999999999985,0.0003249999999999985
0.0003482000000000003,0.0003482000000000003
0.0003722000000000004,0.0003722000000000004
0.0003970000000000003,0.0003970000000000003
0.00042260000000000046,0.00042260000000000046
0.0004490000000000004,0.0004490000000000004
0.0004762000000000005,0.0004762000000000005
0.0005041999999999977,0.0005041999999999977
0.0005330000000000005,0.0005330000000000005
0.0005626000000000004,0.0005626000000000004
0.0005930000000000005,0.0005930000000000005
0.0006242000000000005,0.0006242000000000005
0.0006562000000000007,0.0006562000000000007
0.0006889999999999968,0.0006889999999999968
0.0007226000000000005,0.0007226000000000005
0.0007570000000000007,0.0007570000000000007
0.0007922000000000008,0.0007922000000000008
0.0008282000000000008,0.0008282000000000008
0.000865000000000001,0.000865000000000001
0.0009025999999999958,0.0009025999999999958
0.0009410000000000008,0.0009410000000000008
0.0009802000000000007,0.0009802000000000007
0.0010202000000000008,0.0010202000000000008
0.0010610000000000012,0.0010610000000000012
0.0011026000000000013,0.0011026000000000013
0.0011450000000000013,0.0011450000000000013
0.0011882000000000012,0.0011882000000000012
0.0012322000000000014,0.0012322000000000014
0.0012770000000000014,0.0012770000000000014
0.0013225999999999867,0.0013225999999999867
0.0013690000000000009,0.0013690000000000009
0.001416200000000001,0.001416200000000001
0.0014642000000000012,0.0014642000000000012
0.0015130000000000013,0.0015130000000000013
0.0015626000000000014,0.0015626000000000014
0.0016130000000000014,0.0016130000000000014
0.0016642000000000015,0.0016642000000000015
0.0017162000000000015,0.0017162000000000015
0.0017690000000000017,0.0017690000000000017
0.001822600000000002,0.001822600000000002
0.001877000000000002,0.001877000000000002
0.001932200000000002,0.001932200000000002
0.0019881999999999795,0.0019881999999999795
0.0020450000000000012,0.0020450000000000012
0.0021026000000000018,0.0021026000000000018
0.002161000000000002,0.002161000000000002
0.002220200000000002,0.002220200000000002
0.002280200000000002,0.002280200000000002
0.002341000000000002,0.002341000000000002
0.0024026000000000026,0.0024026000000000026
0.0024650000000000023,0.0024650000000000023
0.002528200000000002,0.002528200000000002
0.0025922000000000024,0.0025922000000000024
0.0026570000000000027,0.0026570000000000027
0.002722600000000003,0.002722600000000003
0.002788999999999972,0.002788999999999972
0.0028562000000000023,0.0028562000000000023
0.0029242000000000027,0.0029242000000000027
0.0029930000000000026,0.0029930000000000026
0.0030626000000000026,0.0030626000000000026
0.003133000000000003,0.003133000000000003
0.0032042000000000034,0.0032042000000000034
0.003276200000000003,0.003276200000000003
0.0033490000000000034,0.0033490000000000034
0.003422600000000003,0.003422600000000003
0.003497000000000003,0.003497000000000003
0.0035722000000000037,0.0035722000000000037
0.003648199999999963,0.003648199999999963
0.0037250000000000035,0.0037250000000000035
0.0038026000000000036,0.0038026000000000036
0.0038810000000000034,0.0038810000000000034
0.003960200000000004,0.00395734285714286
0.004040200000000004,0.004031513714285717
0.004121000000000004,0.004106253142857147
0.004202600000000004,0.004181557714285718
0.004285000000000005,0.0042574240000000044
0.004368200000000005,0.004333848571428576
0.004452200000000004,0.004410828000000005
0.0045370000000000054,0.0044883588571428615
0.004622600000000005,0.004566437714285719
0.004709000000000005,0.004645061142857147
0.004796200000000006,0.0047242257142857185
0.004884200000000005,0.004803928000000005
0.004973000000000005,0.004884164571428577
0.005062600000000006,0.004964932000000006
0.005153000000000006,0.005046226857142863
0.005244200000000006,0.00512804571428572
0.005336199999999886,0.005210385142857032
0.005429000000000004,0.005293241714285718
0.005522600000000004,0.005376612000000003
0.005617000000000004,0.005460492571428575
0.005712200000000005,0.005544880000000004
0.005808200000000004,0.005629770857142862
0.005905000000000006,0.00571516171428572
0.0060026000000000055,0.005801049142857147
0.006101000000000007,0.0058874297142857196
0.0062002000000000055,0.005974300000000005
0.006300200000000006,0.006061656571428576
0.0064010000000000065,0.006149496000000006
0.006502600000000006,0.006237814857142864
0.006605000000000007,0.0063266097142857195
0.006708200000000005,0.006415877142857148
0.006812200000000006,0.0065056137142857195
0.006917000000000006,0.006595816000000007
0.007022600000000007,0.006686480571428579
0.007129000000000007,0.006777604000000007
0.007236200000000008,0.006869182857142865
0.007344200000000007,0.006961213714285722
0.007453000000000007,0.00705369314285715
0.007562600000000008,0.007146617714285721
0.007673000000000008,0.007239984000000008
0.007784200000000008,0.007333788571428579
0.00789619999999983,0.007428027999999842
0.008009000000000006,0.007522698857142862
0.008122600000000006,0.00761779771428572
0.008237000000000006,0.007713321142857149
0.008352200000000008,0.00780926571428572
0.008468200000000007,0.007905628000000007
0.008585000000000008,0.008002404571428577
0.008702600000000007,0.008099592000000006
0.008821000000000006,0.008197186857142864
0.008940200000000008,0.008295185714285721
0.009060200000000008,0.00839358514285715
0.009181000000000007,0.008492381714285721
0.009302600000000008,0.008591572000000007
0.009425000000000008,0.008691152571428579
0.009548200000000008,0.008791120000000006
0.009672200000000008,0.008891470857142866
0.009797000000000009,0.008992201714285723
0.009922600000000009,0.00909330914285715
0.010049000000000011,0.009194789714285723
0.010176200000000009,0.009296640000000009
0.010304200000000008,0.00939885657142858
0.01043300000000001,0.009501436000000009
0.01056260000000001,0.009604374857142868
0.010693000000000012,0.009707669714285725
0.01082420000000001,0.009811317142857151
0.01095620000000001,0.009915313714285725
0.011088999999999764,0.010019655999999788
0.011222600000000008,0.01012434057142858
0.01135700000000001,0.010229364000000008
0.01149220000000001,0.010334722857142866
0.01162820000000001,0.010440413714285723
0.01176500000000001,0.010546433142857152
0.01190260000000001,0.010652777714285723
0.01204100000000001,0.01075944400000001
0.012180200000000009,0.01086642857142858
0.01232020000000001,0.01097372800000001
0.012461000000000014,0.01108133885714287
0.012602600000000012,0.011189257714285724
0.012745000000000012,0.011297481142857155
0.01288820000000001,0.011406005714285726
0.013032200000000013,0.011514828000000012
0.01317700000000001,0.011623944571428584
0.013322600000000013,0.011733352000000011
0.013469000000000014,0.011843046857142868
0.013616200000000014,0.011953025714285727
0.013764200000000011,0.012063285142857157
0.013913000000000014,0.012173821714285729
0.014062600000000014,0.012284632000000012
0.014213000000000012,0.012395712571428585
0.014364200000000013,0.012507060000000013
0.014516200000000014,0.01261867085714287
0.014668999999999686,0.012730541714285443
0.014822600000000012,0.012842669142857156
0.014977000000000013,0.012955049714285728
0.015132200000000014,0.01306768000000001
0.015288200000000014,0.013180556571428585
0.015445000000000014,0.013293676000000015
0.015602600000000013,0.01340703485714287
0.01576100000000001,0.013520629714285727
0.015920200000000013,0.013634457142857156
0.016080200000000374,0.013748513714286037
0.01624099999999966,0.013862795999999709
0.016402600000000378,0.0139773005714289
0.01656499999999965,0.014092023999999705
0.016728199999999645,0.014206962857142557
0.01689220000000039,0.014322113714286046
0.017056999999999635,0.014437473142856837
0.017222600000000397,0.014553037714286053
0.01738899999999963,0.01466880399999969
0.017556200000000403,0.014784768571428915
0.01772419999999962,0.014900927999999685
