low,high,1 day TAT,3 day TAT
0.874332,0.993532,0.953932,0.7547320000000001
0.7002800000000007,0.9190320000000004,0.8294320000000004,0.5428331428571425
0.4298862857142871,0.6897422857142872,0.5660474285714299,0.3126005714285728
0.2149431428571441,0.35785714285714143,0.28689057142857244,0.15630028571428634
