1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765,0.60659276612765
0.5749609279469746,0.5702948402948405,0.5674178618364668,0.5654670875949948,0.5640588309239474,0.5629952574138622,0.5621614307753844,0.5614924861436491,0.5609418890349125,0.5604818284669449,0.5600917142397059,0.5597567567567568,0.5594657228378161,0.5592105985780405
0.558195531683904,0.5464590594823155,0.5382538140677675,0.5322055025427121,0.5275687103594082,0.5239003714073485,0.5209290897662991,0.5184713159248047,0.5164074433841879,0.51464762470716,0.5131306450021043,0.5118096108793786,0.5106474372892978,0.5096188952468026
0.547830409690875,0.5297114450602823,0.5159286783612369,0.5051342780412552,0.4964649277184162,0.4893594651734188,0.4834316447223429,0.4784143763213532,0.4741139972953927,0.4703952859836581,0.4671530977450645,0.4643034683732362,0.46178079494358604,0.4595341751899894
0.5407916804754016,0.5173280498257247,0.4983703788354955,0.4828178984058048,0.46986915033426757,0.45895912462145094,0.44973026912747927,0.44187313010685203,0.4351263219244622,0.4292822238729227,0.4241787534218835,0.41968615850522895,0.4157048762927843,0.41215300186928194
0.5357028741214789,0.5078126964173479,0.4842285012285016,0.4641723330095424,0.44705025769955997,0.4325507113879209,0.4202572587688862,0.4097639277755557,0.4007321486391249,0.3927245300268559,0.3855228324615214,0.37909462316439024,0.3733630517816563,0.36824462275625036
0.5318541797611568,0.5002739729158339,0.4726118507513859,0.44841386451386467,0.42757808125250063,0.4098889859354983,0.39485041671088184,0.38136718146718207,0.3691363541131002,0.3583430661105096,0.3488923571714282,0.3406173932918135,0.33334727597983504,0.32693013460455544
0.5288379292611852,0.494159190903377,0.46290479115479155,0.4350244100337126,0.4109404834009488,0.3904391177646991,0.3715731035777551,0.3542223301525629,0.3390718092299485,0.326026341351923,0.31480266582169414,0.30510627964116366,0.29553180477599106,0.28725127951872265
0.5264144906005376,0.4890974991905226,0.45467763746833567,0.4235709483267627,0.3966420052187497,0.3725830904900679,0.34919149109846837,0.32863047063977424,0.3111566958078592,0.2944882006742493,0.2807876952485857,0.2693706073938653,0.25970999459371735,0.2514294693364484
0.5244211873607225,0.4848425804239761,0.4476182435289413,0.4136930163990633,0.3842632992400443,0.355289869150335,0.3280765539928351,0.30350714244900456,0.2825758147153514,0.2658307525284297,0.25213024710276466,0.24071315924804493,0.23105254644789652,0.222772021190628
0.5227546976536408,0.4812130278269814,0.4415049114076599,0.40510351356545893,0.3728069772636371,0.33879554934523215,0.30697184650673104,0.2800601394206058,0.25912881168695334,0.24238374950002994,0.2286832440743648,0.2172661562196444,0.20760554341949677,0.19932501816222992
0.5213408376664188,0.47808234958002405,0.4361665047711557,0.39757670990229077,0.3616098508656652,0.3232575281412481,0.28743267731639877,0.2605209702302731,0.2395896424966184,0.2228445803096979,0.20914407488403253,0.1977269870293128,0.18806637422916528,0.17978584897190086
0.5201262872890782,0.4753545511685051,0.4314674765837557,0.39093129579408725,0.35078088724600454,0.3067818102701836,0.27089953415534807,0.24398782706922328,0.22305649933556992,0.20631143714864808,0.1926109317229837,0.18119384386826298,0.17153323106811458,0.16325270581084605
0.5190711143036726,0.472954629531374,0.42730175418547534,0.38502646542646546,0.34039792011885217,0.2926105447035685,0.25672826858873443,0.2298165615026082,0.20888523376895451,0.192140171582034,0.17843966615636808,0.1670225783016489,0.15736196550150094,0.14908144024423164
